"taxon_name","leaf_length","plant_height","leaf_width","leaf_area","plant_growth_form","woodiness_detailed","leaf_shape","life_history","fam","LxW","residuals","logLxW","log_area","log_length","log_width","log_height"
"Abutilon fraseri",38.8888888888889,0.673785714285714,26.7,493.066666666667,"shrub","woody","cordate orbicular ovate","perennial","Malvaceae",1038.33333333333,-0.515783763807907,6.94537214255344,6.20064439140481,3.66070857714724,3.2846635654062,-0.394843149947542
"Abutilon grandifolium",71.25,2.27783333333333,75,9295.8468,"shrub","woody","lanceolate orbicular widely_ovate","perennial","Malvaceae",5343.75,1.00284289496,8.58368293268507,9.13732299874935,4.26619481914876,4.31748811353631,0.823224698754608
"Abutilon halophilum",19.7773142857143,0.875,22.5276,391.0173333,"shrub","woody","obovate orbicular","perennial","Malvaceae",445.535425302857,-0.0200671508106995,6.09927676182547,5.96875188969333,2.98453553768929,3.11474122413618,-0.133531392624523
"Abutilon leucopetalum",52.5395047614286,1.26,61.97566667,3614.212733,"shrub","woody","cordate lanceolate orbicular ovate","perennial","Malvaceae",3256.17083410118,0.487134426088636,8.08830719322185,8.19262933300583,3.96156535827899,4.12674183494287,0.231111720963387
"Abutilon otocarpum",46.875,0.665,46.3666666666667,495.133333333333,"shrub","woody","cordate narrowly_ovate orbicular","perennial","Malvaceae",2173.4375,-1.14611769692626,7.68406529455186,6.20482708656709,3.84748448429057,3.83658081026129,-0.407968238326283
"Acacia acinacea",10.8461538461538,1.76,5.72727272727273,60.87548,"shrub","woody","elliptical narrowly_oblong oblanceolate orbicular widely_obovate","perennial","Fabaceae",62.1188811188811,-0.180805504896288,4.12904998650979,4.10883046638193,2.38381053291663,1.74523945359316,0.56531380905006
"Acacia acradenia",94.1666666666667,3.48571428571429,20.8333333333333,1000,"shrub","woody","elliptical narrowly_elliptical","perennial","Fabaceae",1961.80555555556,-0.357785149986534,7.58162052999263,6.90775527898214,4.54506626191839,3.03655426807425,1.24867298324384
"Acacia acrionastes",115.833333333333,4.91666666666667,3.33333333333333,307.36852,"shrub tree","woody","linear","perennial","Fabaceae",386.111111111111,-0.136924301419387,5.95612518066267,5.72804741857359,4.75215237633674,1.20397280432594,1.59263079411772
"Acacia acuminata",115,5.33333333333333,5,917.382633333333,"shrub tree","woody","linear narrowly_elliptical","perennial","Fabaceae",575,0.610450050252755,6.35437004079735,6.82152465167359,4.74493212836325,1.6094379124341,1.67397643357167
"Acacia adsurgens",126.666666666667,3.21428571428571,3.25,300,"shrub","woody","linear","perennial","Fabaceae",411.666666666667,-0.216148936336179,6.02021396039397,5.7037824746562,4.84155896405232,1.17865499634165,1.16760516015506
"Acacia amblygona",11.75,0.9875,2.875,15.12308,"shrub","woody","elliptical lanceolate","perennial","Fabaceae",33.78125,-1.04505648701188,3.51990591483948,2.71622205371031,2.46385324059017,1.05605267424931,-0.0125787822068601
"Acacia ammobia",183.75,4.6,6.75,750,"shrub tree","woody","linear","perennial","Fabaceae",1240.3125,-0.250576306832484,7.12311864297738,6.62007320653036,5.21357613809295,1.90954250488444,1.52605630349505
"Acacia anceps",41.6666666666667,2.33333333333333,20.5,1070.52424242424,"shrub","woody","elliptical oblanceolate","perennial","Fabaceae",854.166666666667,0.424324920568498,6.75012633477855,6.97590375366239,3.72970144863419,3.02042488614436,0.847297860387204
"Acacia aneura",61.0074974361538,9.01538461538462,2.98864444444444,168.935260646667,"shrub tree","woody","linear narrowly_elliptical","perennial","Fabaceae",182.32971828202,-0.0887720103296387,5.20581668695048,5.12951556843518,4.11099676541005,1.09481992154043,2.19893251968138
"Acacia argyrophylla",38.3333333333333,2.55555555555556,11.5555555555556,246.903041666667,"shrub","woody","oblanceolate","perennial","Fabaceae",442.962962962963,-0.47315502842588,6.09348616150029,5.50899571570282,3.64631983969514,2.44716632180515,0.93826963859293
"Acacia aspera",22.3636363636364,1.40909090909091,3.09090909090909,78.4444444444445,"shrub","woody","elliptical linear narrowly_oblong narrowly_obovate oblong","perennial","Fabaceae",69.1239669421488,-0.0199600458952829,4.23590151495178,4.36239066015702,3.10743626313399,1.12846525181779,0.34294475112683
"Acacia aulacocarpa",93.3333333333333,7.72727272727273,19.2727272727273,2217.3,"tree","woody","falcate","perennial","Fabaceae",1798.78787878788,0.510086221358892,7.49486831637478,7.70404551845895,4.53617731450114,2.95869100187364,2.04475598369195
"Acacia auriculiformis",153.5,22.5714285714286,24.1111111111111,4042.83333341667,"tree","woody","elliptical falcate lanceolate oblanceolate","perennial","Fabaceae",3701.05555555556,0.488790546365977,8.21637334323149,8.30470104529778,5.03370056702725,3.18267277620424,3.11668488397165
"Acacia baileyana",9.25,6.54545454545455,1.225,747.8178,"shrub tree","woody","narrowly_oblong","perennial","Fabaceae",11.33125,3.77977155128127,2.42756439552102,6.61715936541565,2.22462355152433,0.20294084399669,1.87877084621768
"Acacia bakeri",79,28.3333333333333,30,1770.60852,"tree","woody","elliptical lanceolate narrowly_elliptical","perennial","Fabaceae",2370,0.0490695370469681,7.77064523412918,7.47907856309353,4.36944785246702,3.40119738166216,3.34403896782221
"Acacia bancroftiorum",155,6,52.5,3363.80446666667,"shrub tree","woody","narrowly_elliptical obovate","perennial","Fabaceae",8137.5,-0.371142302484334,9.00423828651683,8.12082789415578,5.04342511691925,3.96081316959758,1.79175946922805
"Acacia boormanii",51.3636363636364,3.5,2.09090909090909,58,"shrub","woody","linear","perennial","Fabaceae",107.396694214876,-0.699272610733803,4.67652940147885,4.06044301054642,3.93893045834807,0.737598943130779,1.25276296849537
"Acacia brachybotrya",21.2307692307692,2.23076923076923,9.40666666666667,382.598412698413,"shrub","woody","elliptical narrowly_obovate oblanceolate oblong obovate","perennial","Fabaceae",199.710769230769,0.647475025651266,5.29687016601217,5.94698590827411,3.05545150825561,2.24141865775656,0.802346472524937
"Acacia brachystachya",94,4.5,2.02307692307692,110.25,"tree","woody","linear","perennial","Fabaceae",190.169230769231,-0.55012404165282,5.24791436399219,4.70275051432696,4.54329478227,0.704619581722182,1.50407739677627
"Acacia brunioides",7,1.5,0.6125,3.40612,"shrub","woody","terete","perennial","Fabaceae",4.2875,-0.757162432821011,1.45570381249206,1.2255738135635,1.94591014905531,-0.490206336563255,0.405465108108164
"Acacia burkittii",103,3.25,1.12,61.95,"shrub","woody","filiform linear terete","perennial","Fabaceae",115.36,-0.695070114158126,4.74805767353664,4.12632760807515,4.63472898822964,0.113328685307003,1.17865499634165
"Acacia buxifolia",25.5555555555556,2.71428571428571,6,374.83084,"shrub","woody","elliptical narrowly_elliptical narrowly_oblong oblanceolate","perennial","Fabaceae",153.333333333333,0.854022465242893,5.03261420081503,5.92647483086387,3.24085473158698,1.79175946922805,0.998528830111127
"Acacia calamifolia",71.8181818181818,3.04545454545455,2.22727272727273,111.82192,"shrub","woody","linear terete","perennial","Fabaceae",159.95867768595,-0.387421596556729,5.07491551741501,4.7169076059036,4.2741376726627,0.800777844752311,1.11365016603265
"Acacia calyculata",81.25,2.18666666666667,11.75,577,"shrub","woody","falcate narrowly_elliptical","perennial","Fabaceae",954.6875,-0.287023604435728,6.86138406180002,6.3578422665081,4.39753082120985,2.46385324059017,0.782378314287888
"Acacia cambagei",86,9.18181818181818,8.1,628.5,"tree","woody","falcate lanceolate linear","perennial","Fabaceae",696.6,0.0688729709102661,6.5462113579319,6.4433360280303,4.45434729625351,2.09186406167839,2.21722524404289
"Acacia cana",88.9416814811111,4.33333333333333,3.5321933333,206.1024,"shrub tree","woody","linear narrowly_elliptical","perennial","Fabaceae",314.159214380073,-0.357988167286332,5.74989990956658,5.32837313266122,4.48798089069551,1.26191901887107,1.46633706879343
"Acacia celsa",102.5,22.6666666666667,20.8333333333333,3020.5,"tree","woody","falcate","perennial","Fabaceae",2135.41666666667,0.670727071879798,7.66641706665271,8.0131776595788,4.62986279857846,3.03655426807425,3.120895416508
"Acacia cincinnata",131.666666666667,20,21.8333333333333,2880,"tree","woody","falcate narrowly_elliptical","perennial","Fabaceae",2874.72222222222,0.367909334471741,7.96371133020611,7.96554557312999,4.88027347623301,3.0834378539731,2.99573227355399
"Acacia colletioides",24.2307692307692,2.21176470588235,1.29333333333333,28.8142857142857,"shrub","woody","subulate terete","perennial","Fabaceae",31.3384615384615,-0.338310469704864,3.44484614633117,3.36087129590485,3.1876232813641,0.257222864967072,0.793790706339633
"Acacia complanata",75,4,20.875,1099.76324,"shrub tree","woody","elliptical narrowly_elliptical","perennial","Fabaceae",1565.625,-0.069278417782672,7.35604038427323,7.00285019925616,4.31748811353631,3.03855227073692,1.38629436111989
"Acacia concurrens",129.166666666667,7.66666666666667,28.6666666666667,1534.41889393939,"shrub tree","woody","elliptical falcate narrowly_elliptical","perennial","Fabaceae",3702.77777777778,-0.476832547217033,8.21683856771069,7.33590701762179,4.86110356012529,3.3557350075854,2.03688192726104
"Acacia coriacea",221,6,4.45,33,"shrub tree","woody","linear terete","perennial","Fabaceae",983.45,-3.16330873182238,6.8910667976959,3.49650756146648,5.39816270151775,1.49290409617815,1.79175946922805
"Acacia crassicarpa",175,20.2857142857143,30.3333333333333,5790,"tree","woody","falcate lanceolate","perennial","Fabaceae",5308.33333333333,0.536864138388744,8.57703319177226,8.66388757056704,5.16478597392351,3.41224721784874,3.00991690854595
"Acacia cultriformis",20,3.66666666666667,10.2454545454545,143.243089430894,"shrub","woody","triangular","perennial","Fabaceae",204.909090909091,-0.353418751471963,5.32256642180135,4.96454311311109,2.99573227355399,2.32683414824736,1.29928298413026
"Acacia cupularis",54.4444444444444,1.85,2.66666666666667,321.87744,"shrub","woody","strap-shaped","perennial","Fabaceae",145.185185185185,0.749182085204683,4.97801006678018,5.77417085197179,3.99718081376845,0.980829253011726,0.615185639090233
"Acacia cuthbertsonii",70,2.57142857142857,10.5,260,"shrub tree","woody","elliptical linear narrowly_elliptical terete","perennial","Fabaceae",735,-0.856618931346251,6.59987049921284,5.56068163101553,4.24849524204936,2.35137525716348,0.944461608840852
"Acacia dealbata",9.77058823529412,23.06,0.583333333333333,3306.02222222222,"shrub tree","woody","linear narrowly_oblong","perennial","Fabaceae",5.69950980392157,5.85089276703794,1.74038017183035,8.10350100014368,2.27937667256303,-0.538996500732687,3.13809951484091
"Acacia deanei subsp. paucijuga",8,2.6,0.7,1063,"shrub tree","woody","linear narrowly_oblong","perennial","Fabaceae",5.6,4.73555315404182,1.7227665977411,6.96885037834195,2.07944154167984,-0.356674943938732,0.955511445027436
"Acacia decora",38.1818181818182,2.27272727272727,5.65714285714286,121.255555555556,"shrub","woody","linear narrowly_elliptical narrowly_oblanceolate oblanceolate","perennial","Fabaceae",216,-0.564724358860692,5.37527840768417,4.79790034778283,3.64235943847904,1.73291896920512,0.82098055206983
"Acacia decurrens",43,9.15384615384615,20.6735294117647,2331.18,"tree","woody","linear","perennial","Fabaceae",888.961764705882,1.16538673061492,6.79005422525926,7.75412985613166,3.76120011569356,3.0288541095657,2.21417413564999
"Acacia desmondii",175,4.4,1.6,175,"tree","woody","linear","perennial","Fabaceae",280,-0.422098305911679,5.63478960316925,5.16478597392351,5.16478597392351,0.470003629245735,1.48160454092422
"Acacia difficilis",118.75,7.5625,28.25,2177.70705882353,"shrub tree","woody","falcate","perennial","Fabaceae",3354.6875,-0.0432025077708684,8.1181139005072,7.68602779436593,4.77702044291475,3.34109345759245,2.02320182335696
"Acacia difformis",113.636363636364,4.36363636363636,12.1818181818182,719.73928,"shrub tree","woody","falcate linear narrowly_elliptical oblanceolate","perennial","Fabaceae",1384.29752066116,-0.3859467991454,7.23294808465052,6.57888903532093,4.73300355749798,2.49994452715254,1.47330573810952
"Acacia disparrima",90,6.875,17,2193.06696,"shrub tree","woody","falcate","perennial","Fabaceae",1530,0.638154667801195,7.33302301438648,7.69305628146748,4.49980967033027,2.83321334405622,1.92789164355263
"Acacia doratoxylon",128.857142857143,6.77777777777778,5.74583333333333,676.238095238095,"shrub tree","woody","linear","perennial","Fabaceae",740.391666666667,0.0894438566761149,6.60717932545862,6.51654522592159,4.85870437100731,1.74847495445131,1.91364928683709
"Acacia elata",71.9375,15.2307692307692,8.58333333333333,272,"tree","woody","lanceolate","perennial","Fabaceae",617.463541666667,-0.661992172647225,6.42562002492374,5.605802066296,4.2757976864821,2.14982233844164,2.723317673233
"Acacia estrophiolata",73.75,11.5,3.375,1500,"tree","woody","linear narrowly_elliptical","perennial","Fabaceae",248.90625,1.81952788543158,5.51707631954442,7.3132203870903,4.30068099521993,1.21639532432449,2.4423470353692
"Acacia euthycarpa",61.6666666666667,3,3.33333333333333,42.5324,"shrub tree","woody","narrowly_oblanceolate strap-shaped terete","perennial","Fabaceae",205.555555555556,-1.56592607326817,5.32571634073615,3.75026613842815,4.12174353641022,1.20397280432594,1.09861228866811
"Acacia excelsa",50,12.7142857142857,10.25,167,"tree","woody","elliptical narrowly_elliptical narrowly_oblong","perennial","Fabaceae",512.5,-0.987963425900318,6.23930071101256,5.11799381241676,3.91202300542815,2.32727770558442,2.54272622067683
"Acacia falcata",136.25,3.44444444444444,25.125,2244.66666666667,"shrub tree","woody","falcate","perennial","Fabaceae",3423.28125,-0.030415546744564,8.13835479992259,7.71631231105291,4.91449143354335,3.22386336637924,1.23676262714893
"Acacia falciformis",155.454545454545,9,25.3636363636364,1680.75474,"shrub tree","woody","falcate","perennial","Fabaceae",3942.89256198347,-0.440046087221278,8.27966988572133,7.42699822151474,5.04635337669834,3.233316509023,2.19722457733622
"Acacia fimbriata",42.1428571428571,5.75,2.83571428571429,73.55436,"shrub tree","woody","elliptical lanceolate linear narrowly_oblong","perennial","Fabaceae",119.505102040816,-0.55432796128758,4.78335906536239,4.29802472469226,3.74106520728451,1.04229385807789,1.74919985480926
"Acacia flavescens",195,13.8571428571429,38.6666666666667,5669.33333333333,"tree","woody","falcate lanceolate narrowly_elliptical","perennial","Fabaceae",7540,0.21443707342836,8.927977461002,8.64282681191362,5.27299955856375,3.65497790243825,2.62880082944807
"Acacia floribunda",119.090909090909,5.53333333333333,6.36666666666667,247.695,"shrub tree","woody","linear narrowly_lanceolate","perennial","Fabaceae",758.212121212121,-0.93163082075664,6.6309631897813,5.51219815058306,4.77988714339683,1.85107604638447,1.71079040669439
"Acacia genistifolia",26.1538461538462,1.93333333333333,1.96153846153846,47.343475,"shrub","woody","linear","perennial","Fabaceae",51.301775147929,-0.266941930612498,3.93772535485151,3.85742900654602,3.26399626014867,0.673729094702844,0.659245628884264
"Acacia georgensis",106.75,7,16.875,414.766666666667,"shrub tree","woody","falcate narrowly_elliptical","perennial","Fabaceae",1801.40625,-1.16131439412395,7.49632288886733,6.02771611311348,4.67048965210873,2.82583323675859,1.94591014905531
"Acacia georginae",72.5,5.14285714285714,9.625,5000,"tree","woody","elliptical","perennial","Fabaceae",697.8125,2.13359304139803,6.54795044203448,8.51719319141624,4.28358656186063,2.26436388017385,1.6376087894008
"Acacia glaucocarpa",30.5,6.25,3,7973.20272,"shrub tree","woody","lanceolate narrowly_elliptical narrowly_oblong","perennial","Fabaceae",91.5,4.34357621122214,4.51633897228148,8.98384153799138,3.41772668361337,1.09861228866811,1.83258146374831
"Acacia gonocarpa",76.75,2.33333333333333,2.075,41,"shrub tree","woody","linear","perennial","Fabaceae",159.25625,-1.38327906838881,5.07051454014997,3.71357206670431,4.34055338646731,0.729961153682662,0.847297860387204
"Acacia gunnii",9.07692307692308,1,3.09090909090909,26.03495,"shrub","woody","triangular","perennial","Fabaceae",28.0559440559441,-0.344328897783538,3.33420051882192,3.25943986612137,2.20573526700413,1.12846525181779,0
"Acacia hakeoides",86.5384615384615,3.29333333333333,7.9,815.742592592593,"shrub","woody","linear narrowly_oblanceolate","perennial","Fabaceae",683.653846153846,0.344788355724005,6.52745171664996,6.70409885494503,4.46058895717698,2.06686275947298,1.19190022309167
"Acacia harpophylla",155,18.5714285714286,17.6,560,"tree","woody","falcate","perennial","Fabaceae",2728,-1.21866583261321,7.91132401896335,6.32793678372919,5.04342511691925,2.86789890204411,2.92162430140027
"Acacia havilandiorum",57.5652173913044,2.52,1.02307692307692,95.0253333333333,"shrub tree","woody","terete","perennial","Fabaceae",58.8936454849498,0.308662835652806,4.07573319833398,4.55414352271797,4.0529185205678,0.0228146777661713,0.924258901523332
"Acacia hispidula",20,1.57142857142857,6.125,183.855,"shrub","woody","elliptical lanceolate narrowly_oblong","perennial","Fabaceae",122.5,0.337157576800452,4.80811102998478,5.21414740346124,2.99573227355399,1.81237875643079,0.451985123743057
"Acacia holosericea",156.5,5.55,39.7,2840,"shrub tree","woody","elliptical","perennial","Fabaceae",6213.05,-0.30801533732309,8.73440719767335,7.95155933115525,5.05305600998021,3.68135118769314,1.71379792775834
"Acacia holotricha",145,7.5,48,2442.92732,"shrub tree","woody","narrowly_elliptical","perennial","Fabaceae",6960,-0.555581884353566,8.84793475332846,7.80095232050819,4.97673374242057,3.87120101090789,2.01490302054226
"Acacia homalophylla",78.1818181818182,7.39390909090909,6.45,286.5,"tree","woody","narrowly_elliptical oblong","perennial","Fabaceae",504.272727272727,-0.436307156308178,6.22311724725686,5.65773853615479,4.35903711644918,1.86408013080768,2.00065656545767
"Acacia implexa",136.923076923077,10.0833333333333,16.2307692307692,1376.9,"tree","woody","falcate narrowly_elliptical","perennial","Fabaceae",2222.36686390533,-0.146246978699708,7.70632806183912,7.22758987445033,4.91941928582459,2.78690877601453,2.31088389580874
"Acacia irrorata",12,10,0.636363636363636,3,"tree","woody","narrowly_oblong oblong","perennial","Fabaceae",7.63636363636364,-1.37945775998503,2.03292152604494,1.09861228866811,2.484906649788,-0.451985123743057,2.30258509299405
"Acacia irrorata subsp. irrorata",3.25,8.16,0.65,1575,"tree","woody","linear","perennial","Fabaceae",2.1125,5.96465092437445,0.747872080249192,7.36201055125973,1.17865499634165,-0.430782916092454,2.09924416897602
"Acacia juncifolia",132.5,2.16666666666667,1.18333333333333,116.08956,"shrub","woody","filiform terete","perennial","Fabaceae",156.791666666667,-0.332928358705773,5.05491796024549,4.75436196217996,4.88658264542628,0.168335314819215,0.773189888233482
"Acacia kempeana",51.875,4.125,9.125,360.90375,"shrub tree","woody","elliptical oblanceolate","perennial","Fabaceae",473.359375,-0.151946008810133,6.15985487801942,5.8886113022847,3.94883697855086,2.21101789946856,1.41706601978664
"Acacia lamprocarpa",116.666666666667,9.57142857142857,19.1666666666667,1676.5,"tree","woody","falcate","perennial","Fabaceae",2236.11111111111,0.0446052942325912,7.71249352495054,7.42446356590628,4.75932086581535,2.9531726591352,2.25878247033565
"Acacia latescens",170,7.33333333333333,11.75,2066.85846153846,"shrub tree","woody","elliptical linear narrowly_elliptical narrowly_oblong oblanceolate","perennial","Fabaceae",1997.5,0.350080961615321,7.59965167764043,7.63378508202927,5.13579843705026,2.46385324059017,1.99243016469021
"Acacia latzii",75,5,3,150,"shrub tree","woody","linear oblanceolate strap-shaped","perennial","Fabaceae",225,-0.387837550418228,5.41610040220442,5.01063529409626,4.31748811353631,1.09861228866811,1.6094379124341
"Acacia leiocalyx",125,5.2,21,1810.5442135,"shrub tree","woody","elliptical falcate narrowly_elliptical","perennial","Fabaceae",2625,-0.0164854893869816,7.87283617502572,7.50138274950956,4.8283137373023,3.04452243772342,1.64865862558738
"Acacia leptostachya",65,2.9,7,706,"shrub tree","woody","lanceolate linear narrowly_elliptical","perennial","Fabaceae",455,0.550562826194045,6.12029741895095,6.55961523749324,4.17438726989564,1.94591014905531,1.06471073699243
"Acacia leucoclada",14,11.1875,0.725,1457.18722727273,"shrub tree","woody","narrowly_oblong","perennial","Fabaceae",10.15,4.53897934757781,2.3174737054878,7.28426329984258,2.63905732961526,-0.321583624127462,2.41479708360097
"Acacia ligulata",59,2.94444444444444,8.33333333333333,238,"shrub","woody","linear narrowly_elliptical","perennial","Fabaceae",491.666666666667,-0.599346034973146,6.19780098010581,5.47227067367148,4.07753744390572,2.12026353620009,1.07992015565596
"Acacia linearifolia",97.5,8.16666666666667,3.3125,122.5,"shrub tree","woody","linear","perennial","Fabaceae",322.96875,-0.900087674080368,5.77755556931614,4.80811102998478,4.5798523780038,1.19770319131234,2.10006082888257
"Acacia lineata",13.2307692307692,1.545,1.82857142857143,13.5,"shrub","woody","linear","perennial","Fabaceae",24.1934065934066,-0.87143044795118,3.18608014122217,2.60268968544438,2.58254511935192,0.603535021870258,0.435023910349709
"Acacia longifolia",134.615384615385,5.67777777777778,20.0769230769231,2335.55666666667,"shrub tree","woody","elliptical linear","perennial","Fabaceae",2702.66272189349,0.212154801938998,7.90199275931718,7.756005542832,4.90242170945602,2.99957104986116,1.73655991987344
"Acacia longifolia subsp. sophorae",81.6666666666667,3.02222222222222,20,2827.43,"shrub","woody","elliptical narrowly_elliptical oblanceolate obovate","perennial","Fabaceae",1633.33333333333,0.835148562503389,7.39837819543061,7.94712345083148,4.40264592187662,2.99573227355399,1.10599239596573
"Acacia longissima",150,3.85714285714286,3.83,363.4934,"shrub tree","woody","linear","perennial","Fabaceae",574.5,-0.311154274596841,6.35350009728881,5.89576113999993,5.01063529409626,1.34286480319255,1.34992671694902
"Acacia maitlandii",16.4166666666667,2.22857142857143,2.70833333333333,35,"shrub","woody","elliptical narrowly_elliptical oblong obovate","perennial","Fabaceae",44.4618055555556,-0.444998090085857,3.79463051849768,3.55534806148941,2.79829707894999,0.996333439547691,0.801360765200178
"Acacia mangium",174,19.25,54.2,12055,"tree","woody","narrowly_elliptical obovate","perennial","Fabaceae",9430.8,0.773866847059509,9.15173620766013,9.39723479061527,5.15905529921453,3.9926809084456,2.95751106073379
"Acacia mariae",8.83333333333333,1.66666666666667,1.51428571428571,17.8350877192982,"shrub","woody","narrowly_elliptical narrowly_oblanceolate","perennial","Fabaceae",13.3761904761905,-0.084961083062769,2.59347629638678,2.88116773717825,2.17853244432407,0.414943852062708,0.510825623765991
"Acacia mearnsii",10.9705882352941,11.125,0.665384615384615,3.1415927,"tree","woody","narrowly_oblong","perennial","Fabaceae",7.29966063348416,-1.29477686652712,1.98782785850991,1.14472990062223,2.39521789502765,-0.407390036517749,2.4091948280523
"Acacia meisneri",27.5,2.83333333333333,10,91.35,"shrub","woody","elliptical oblanceolate obovate","perennial","Fabaceae",275,-1.05431305302238,5.61677109766657,4.51469828282402,3.31418600467253,2.30258509299405,1.04145387482816
"Acacia melanoxylon",104,22.48,17.7875,1350.45272727273,"tree","woody","elliptical falcate lanceolate oblanceolate","perennial","Fabaceae",1849.9,-0.00800320487188269,7.52288686255734,7.2081951687494,4.64439089914137,2.87849596341597,3.11262602502549
"Acacia microbotrya",105,5.83333333333333,12.75,1586.8942,"shrub tree","woody","falcate","perennial","Fabaceae",1338.75,0.430521717047802,7.19949162176196,7.36953405163742,4.65396035015752,2.54553127160444,1.76358859226136
"Acacia microcarpa",40,2.25,7,100.47016,"shrub","woody","elliptical oblanceolate oblong","perennial","Fabaceae",280,-0.974978307088021,5.63478960316925,4.60986076798813,3.68887945411394,1.94591014905531,0.810930216216329
"Acacia mimula",132.5,5.5,20,2011.19238095238,"tree","woody","elliptical","perennial","Fabaceae",2650,0.0800856816959118,7.88231491898027,7.60648304951953,4.88658264542628,2.99573227355399,1.70474809223843
"Acacia minniritchi",56.25,3.7,1.25,138.82,"shrub tree","woody","linear","perennial","Fabaceae",70.3125,0.534080294962139,4.25294959239874,4.93317812991144,4.02980604108453,0.22314355131421,1.30833281965018
"Acacia minutifolia",2.15,0.75,0.8,3,"shrub","woody","oblong","perennial","Fabaceae",1.72,-0.0991077920639772,0.542324290825362,1.09861228866811,0.765467842139571,-0.22314355131421,-0.287682072451781
"Acacia montana",27.3076923076923,2.5,4.73076923076923,144.25148,"shrub","woody","linear narrowly_elliptical narrowly_oblong oblanceolate oblong","perennial","Fabaceae",129.186390532544,0.0498132747848922,4.86125624936481,4.97155816530091,3.30716843201388,1.55408781735094,0.916290731874155
"Acacia monticola",21,4,9.83333333333333,120,"shrub tree","woody","elliptical obovate","perennial","Fabaceae",206.5,-0.536460708936956,5.33030041240109,4.78749174278205,3.04452243772342,2.28577797467766,1.38629436111989
"Acacia mucronata",125.714285714286,6.625,5.57142857142857,348.496777777778,"shrub tree","woody","elliptical oblong strap-shaped","perennial","Fabaceae",700.408163265306,-0.523343590760003,6.55166325549127,5.85362898418302,4.83401175841694,1.71765149707433,1.89085037187229
"Acacia muelleriana",24.9166666666667,4.5625,1.01111111111111,9.9,"shrub tree","woody","linear","perennial","Fabaceae",25.1935185185185,-1.21523548470533,3.22658675978927,2.29253475714054,3.21553692360269,0.0110498361865849,1.51787071890861
"Acacia murrayana",111.666666666667,4.41666666666667,4.625,25,"shrub tree","woody","linear narrowly_elliptical oblanceolate","perennial","Fabaceae",516.458333333333,-2.88669080425769,6.24699461412135,3.2188758248682,4.71551824315696,1.53147637096439,1.48538526376412
"Acacia myrtifolia",68.4615384615385,1.71578947368421,18.1538461538462,400.190869565217,"shrub","woody","linear_elliptical narrowly_elliptical oblanceolate","perennial","Fabaceae",1242.84023668639,-0.878141642327275,7.12515455282872,5.99194160720976,4.22627210526465,2.89888244756407,0.539873309206221
"Acacia neriifolia",106.25,6.66666666666667,7,698.05516,"shrub tree","woody","linear narrowly_elliptical","perennial","Fabaceae",743.75,0.11719243371074,6.61170495685984,6.54829812542796,4.66579480780453,1.94591014905531,1.89711998488588
"Acacia notabilis",100,2.8,17.1538461538462,349.55596,"shrub","woody","narrowly_elliptical narrowly_oblanceolate oblanceolate","perennial","Fabaceae",1715.38461538462,-1.28970770154586,7.44739259998667,5.85666366330613,4.60517018598809,2.84222241399858,1.02961941718116
"Acacia oncinocarpa",94.5,3.16666666666667,16.375,1466.5,"shrub tree","woody","elliptical","perennial","Fabaceae",1547.4375,0.227481273351787,7.34435561602101,7.29063388841751,4.5485998344997,2.79575578152132,1.15267950993839
"Acacia oshanesii",11.0416666666667,8.83333333333333,0.6125,2453.65512,"shrub tree","woody","narrowly_oblong oblong","perennial","Fabaceae",6.76302083333333,5.40686726947512,1.91146965907502,7.80533407749717,2.40167599563828,-0.490206336563255,2.17853244432407
"Acacia oswaldii",63.6666666666667,4.63277777777778,7.17333333333333,142.98,"shrub tree","woody","elliptical linear narrowly_elliptical narrowly_oblong terete","perennial","Fabaceae",456.702222222222,-1.04366962355246,6.12403158600399,4.96270476033871,4.15366113937852,1.97037044662547,1.53315664020273
"Acacia oxycedrus",27.6923076923077,4.20666666666667,3.34615384615385,41.2599230769231,"shrub","woody","lanceolate linear subulate","perennial","Fabaceae",92.6627218934911,-0.911819348007898,4.52896625462172,3.71989164329147,3.32115467398862,1.2078115806331,1.43667056844496
"Acacia paradoxa",17.6923076923077,2.96875,4.62,32.85,"shrub","woody","elliptical lanceolate narrowly_oblong","perennial","Fabaceae",81.7384615384616,-1.03117097781098,4.40352465655531,3.49195174493062,2.87312995146166,1.53039470509365,1.08814098880081
"Acacia parramattensis",16.25,9.57142857142857,0.75,2389.92,"shrub tree","woody","linear","perennial","Fabaceae",12.1875,4.87477375711217,2.50041083632397,7.77901517156198,2.78809290877575,-0.287682072451781,2.25878247033565
"Acacia penninervis",104.444444444444,6.28571428571429,23.05,612.942857142857,"shrub tree","woody","narrowly_elliptical narrowly_oblanceolate oblanceolate","perennial","Fabaceae",2407.44444444444,-1.02129242826659,7.78632106737049,6.41827171322709,4.64865529792783,3.13766576944266,1.83827948486295
"Acacia platycarpa",118,5.5,36.75,3662,"shrub tree","woody","elliptical falcate","perennial","Fabaceae",4336.5,0.254118500590809,8.37482285012451,8.20576472523446,4.77068462446567,3.60413822565885,1.70474809223843
"Acacia polybotrya",14,2.625,2.025,488.942243735294,"shrub","woody","lanceolate narrowly_oblong oblong obovate","perennial","Fabaceae",28.35,2.56871074687253,3.34462703017376,6.19224437152845,2.63905732961526,0.705569700558502,0.965080896043587
